  2440 | Dr. Bruce Yaffe
  9504 | DRDI
  3823 | Dreemtime Music
   310 | Dreman Value Management
   604 | Dresdner Kleinwort
  9414 | Dress Barn
  8930 | Drexel University
  4895 | Drinker Biddle & Reath LLP
 11360 | DrivingSales LLC
  3014 | DrJays.com
  9906 | DRMP, Inc.
  4100 | Droga5
  4652 | Dr. Oz Show
  9128 | Dr Pepper Snapple Group
 10659 | Dr. Timothy Sloan
  8895 | DRT Strategies, Inc.
  8453 | Drug Mart
  8610 | Dry Quick Restoration
  9834 | DSA Realty
  4098 | DSM
  1464 | DTCC
   174 | DTocument Technologies Incorporated
  7132 | Duane Morris, LLP
  1585 | Duane Reade
  2410 | Dubonte Salon
 10786 | DuckDuckGo
  5368 | Duff & Phelps
  1559 | Duke
   656 | Duke Coffehouse
  9799 | Duke Energy
  5555 | Dunbar Community Counseling services
  3418 | Dunbar Elementary School
  9657 | Duncan Holdings
  5453 | Dune Real Estate Partners
  2966 | Dunkin' Donuts
  4847 | Dunn Bros Coffee
  5887 | Dunn Humby
  7142 | Duran & Nickle
  7141 | Durant Nickle
 10457 | Dussard & Associates
  7718 | DutkoGrayling
  5369 | Dveal Family and Youth services
 10764 | Dwight D. Eisenhower High School
  9573 | Dwight School
  6221 | DW Investments
  8480 | Dworken & Bernstein
  9091 | DW PR
  4602 | DXagency
 10463 | DYCD
  7289 | Dynamic Capital Management
  1877 | Dynamic Logic
  3762 | Dynamics Search Partners
  6060 | Dynasplint Systems
  7114 | DynCorp International
  4044 | E1 Asset Management
  9048 | E2 ManageTech
  4516 | Each One Save One
  7630 | Eachwin Capital
  6562 | EA Engineering, Science & Technology
  2706 | Eagle Academy
 11361 | EagleBank
  6517 | Eagle County Government
  6819 | Earnest Machine Products
  1879 | Ear Nose and Throat Associates of NY
  4024 | Ear Nose Throat & Allergy Center
  3256 | Earth Essence Empowerment, Inc
  3525 | East Bay Center, Inc.
  6628 | East Cleveland Board of Education
  8311 | Eastern America Trio Products
  9687 | Eastern TV
  8403 | Easter Seals, Inc.
  7928 | Eastlake Middle School
 10180 | East Lincoln Animal Hospital
    34 | Easton Associates, LLC
  7912 | East River Development Alliance
  5775 | East Rock Capital
  6572 | Eastside Union high school district
 10798 | Eastwick College
  4683 | East Williston Union Free School District
  5818 | EasyBib.com
  7186 | Eataly NY LLC
 10258 | Eat'n Park
  5160 | Eaton Corporation
 11402 | Eaton Partners
  3740 | Eaton Vance Management
  6306 | eBay, Inc.
  5104 | Ebenezer Christian Academy
  4504 | Ebiquity
  5517 | Ebony Marketing Research
  2818 | Ebryit
  9912 | EC1 Partners
  9079 | ECG Management Consultants
  8958 | Echoing Green
  4929 | Echo Lake Capital
  7364 | ECi Software Solutions
  9618 | Eckert and Associates
 10522 | Eckert Seamans Cherin & Mellott
  8621 | eClinicalworks
  5884 | Eclipse Marketing Services
  5500 | ECMC Foundation
   340 | Ecolada
 10677 | Econ Acrotrade Limited
  7634 | Economist Intelligence Unit
  6353 | Econsultancy
  4109 | Eco-Tours of South Mississippi, LLC
 11072 | edCount
  4054 | Edelman
  6741 | Eden Housing, Inc.
  8516 | EDEN, INC Emerald Development Economic Network, INC
  2731 | Ed Fox & Associates
  9953 | EDF Trading North America, LLC
  3445 | Edgcomb Law Group
  4766 | Edgell Communications
   584 | Edge Management LLC
  3935 | Ed Hardy & Joe's Jeasn
  2873 | Edie O'Conner
 11126 | Edifecs
  6866 | Edinburg CISD
  7183 | Edison Court, Inc
  3561 | EdisonLearning
  1373 | Edit.com
  9898 | Edit House Productions
 11083 | Edmentum Inc
  2533 | Edna McConnell Clark Foundation
  1243 | EDNY
 11325 | EdOps
   842 | EDS
  7792 | Educational Data Solutions
  8942 | Education Alliance
  8509 | Educational Service Center of Cuyahoga County
 10116 | Educational Testing Service
  7646 | EducationCounsel LLC
  9692 | Education Development Center
  2982 | Education Equality Project
  2964 | Education First International Academy
 10302 | Education Growth Partners
  5929 | Education is Freedom
  8901 | Education Pioneers
  5017 | EducationWorks
  4790 | Education Works
  8945 | Educators 4 Excellence
  8884 | Educators For Fair Consideration
  8034 | Edventure More
  1853 | Edward Bergman
  1252 | Edward Jones
  5564 | Edward M. Weinstein Architecture and Planning P.C.
  6814 | Edwin Gould Foundation
 10289 | E&E Grill House
 10847 | EFFY & Co.
  6673 | EFG Asset Management
  6121 | EFG Management
  9211 | EFO Management LLC
  4521 | eFront Financial Solutions Inc
  2460 | Egg by Susan Lazar
  8203 | Egon Zehnder
   822 | EhealthSolutions
  4912 | Ehe International
   761 | Eileen Fisher
  1914 | Einhorn Family Charitable Trust
  2883 | E-Ink Inc.
 10247 | Einstein Bros. Bagels
  6884 | Einstein Healthcare Network
  4637 | Eisai Inc.
  7024 | Eisneramper LLP
 11193 | EKS&H
  5705 | Elance, Inc.
  8817 | Elder Care Services, Inc.
  4530 | Elderplan
  6369 | Electronic Arts
  3376 | Electronic Environments
  9104 | Element Capital
  7157 | Element Music
  7746 | e.l.f. Cosmetics
  2753 | E.L. Haynes Public Charter School
  6535 | Eli Lilly
   453 | Eli Tahari Ltd.
 11101 | Elite Marketing Group
  9095 | Elite Medical Scribes
   385 | Elite Model Management
  1624 | Elizabeth Arden
  7213 | Elizabeth Board of Education
  3581 | Elizabeth Seton Pediatric Center
  8179 | Ellex Inc.
  3284 | Ellington Management Group
  8565 | Elliott Management
 10056 | Ellsworth Adhesives
  8834 | ELMA Philanthropies
 11163 | Elmbrook Church
  8103 | Elm Ridge Capital
  3957 | El Museo del Barrio
  7702 | Elmys Special Services
  3906 | El Paso Corporation
  3695 | El Paso County District Attorney's Office
  3889 | Elsevier
 10982 | El Sol Contracting & Construction Corp.
  1500 | E. Magnus Oppenheim & Co., Inc.
  3816 | Embark
  6079 | Emblem Health
   906 | EMC
  8525 | EmCare
   482 | EMC Corporation
  6509 | EMCORE Corporation
  6938 | Emergency Foodshelf Network
  1748 | Emergency Medical Associates
  9140 | Emergent Properties Inc
  6945 | Emerson Collective
  6264 | Emerson Process Management
  7651 | Emerson Reid
  8501 | Emery Ed Fund
  6973 | Emex
  1620 | EMF
  2553 | Emigrant Bank
 10010 | Emigra USA, LLC
  8017 | EMILY's List
  2584 | EMI Music
  2437 | EMI Music Publishing
  2083 | Emmanuel College
  4840 | Emmet Marvin and Martin, LLP
  1440 | Emmis Communications
  3796 | Emory University
  9080 | Emory University Hospital
   195 | Empire State Medical Assoc.
  2566 | Empire State Pride Agenda
 10234 | Empire Trust, Inc.
   165 | Empire Wealth Mangement
  8055 | Employment Action Center
  7635 | Empress Ambulance Service
  6442 | Emrys Partners
  6701 | EMS Janitorial Services
  8985 | Emys Capital
  7248 | Enact
  9435 | Enbridge
  6802 | Encompass Group, LLC
  8911 | Encompass Home Health
  3099 | Encounters In Black Traditions, Inc.
 10120 | EndoChoice
   627 | Endo Pharmaceuticals
  9132 | Endurance
  6788 | Enerco/Mr.Heater
 11328 | ENERCON Services
  7579 | Energetics Incorporated
  6181 | Energizer
  9397 | Energy Careers
  1743 | Energy Future Holdings
  7633 | Energy Plus Company
  8130 | Enhancement Ministries, Inc.
 11355 | Enigma.io
 10830 | Enlighten IT Consulting
 10326 | EnLink Midstream
  8405 | Ennis Court
 10755 | ENT and Allergy Associates
  5856 | Entech Engineering
  3664 | Entergy Nuclear Operations
  6209 | Enterprise Community Partners, Inc
  7328 | Enterprise Holdings
  9878 | Enterprise Products Partners L.P.
  6808 | Enterprise Rent-A-Car
  8613 | Enterproid, Inc.
  9861 | Entertainment Benefits Group, LLC
 11064 | Entertainment Cruises
  9649 | Entravision Solutions
  1498 | Environmental Defense
  1965 | Environmental Grantmakers Association
  4412 | Environmental Justice League of RI
 11231 | Environmental Law Institute
  7023 | Environmental Protection Agency
 11385 | Enzo Biochem, Inc.
  1735 | Eos Partners
  8223 | epaCUBE
  4932 | Epic Media Group
   909 | Episcopal Relief & Dev.
  3600 | Episcopal Social Services
  2825 | Epizyme Inc
  2971 | Epsilon
  4238 | Equilend LLC
   579 | Equinox Fitness Club
  1935 | Equity Residential
  6693 | Equity Trust Company
  1195 | ERE LLP
  7060 | ERICO International Corporation
  9778 | Ericsson
  8547 | Erie Title Agency
 10676 | Eriksfiord Inc.
   371 | Erin Snow
  5165 | Ernst & Young, LLP
 10225 | ESAB
  3536 | Esae Capital Partners
   910 | ESI Design
  8488 | Esperanza Inc.
   194 | ESPN
 11376 | Essence Communications/ Time Inc.
  1980 | Essex County CASA
  2812 | Essex County College
   353 | Essex County Prosecutor's Office
  2089 | Essex County Rape Care Center
  5059 | Esslinger Wooten Maxwell
   228 | Estabrook Capital Management
   316 | Estee Lauder Companies
  7621 | Esther Creative Group
  5377 | Estrela Consulting
  8583 | ET 2 C International
  4767 | Ethical Culture Fieldston School
  1444 | Ethnic Technologies LLC
 11306 | EthosEnergy
  4138 | Eton Park
  7811 | E*Trade
  8580 | ETRO
  3303 | Etsy.com
  6761 | Euclid City Schools
  1165 | Eugene Lang College of New School
  7110 | Eurasia Group
  4131 | Eurekahedge
  4426 | Euromarket Designs Inc.
  1633 | European Investors
  7195 | Euro RSCG
  8392 | EuroUSA
  4966 | EUSA - Academic Internship Programs
  4415 | EUS Networks
  3018 | Eustis Engineering
   754 | Evans Heintges Architects
 10330 | Evans Newton, Incorporated
  8535 | Evarts Tremaine Flicker
  3348 | Evebad Productions
  4134 | Evelyn Douglin Center
  6049 | Evensonbest LLC.
  2565 | Eventage Event Production
  3406 | Event Associates, Inc.
  2789 | Event Journal, Inc.
  9129 | Evercore
  4953 | Evercore Partners
  8809 | Everest College
  6515 | Evergreen Coop
  3809 | EverKey Global Partners LLC
 10613 | EverPower Wind Holdings
   921 | Everybody Wins! Foundation
  6786 | Everyday Health, Inc
  5000 | Everything Channel
 10175 | Everytown For Gun Safety
  9403 | Evidon
  9232 | Evisors
  7336 | Evolve Chiropractic LLC
  8980 | Examsherpa
 11224 | Excalibur Reading Program
  1764 | Excel Academy Charter School
  7122 | Excel Anethesia
  4378 | Excelerate Discovery
   931 | ExCell Home Fashions
  4107 | Excel Rain Man
 11401 | Excel Sports Management
  5609 | Excent
  4177 | Exclusive Concepts, Inc.
  9873 | Execu search
   839 | Executive Coaching Group, Inc.
  4196 | Executive Realtors
  9854 | Exel
  9822 | Exelon Braidwood Generating Station
  9919 | Exelon Generating Station (Dresden)
  6223 | Exelus, Inc
  4387 | Exhibition A
  4266 | Exit Realty
  8192 | Exl Service
  5003 | Exodus Transitional Community
  1663 | Expedia
  1678 | Expedia Inc.
  8836 | Expeditionary Learning - Outward Bound
  9865 | Experian
  3743 | Experian CheetahMail
  8741 | Experiential Dynamics
 10044 | Experis
  9726 | Experis-ManpowerGroup
  9527 | ExpertConnect
 10311 | Experticity
  9899 | Explora
  4081 | Explore Schools
  2819 | Explorica Educational Travel
 10484 | EXPO Communications
  5692 | Exponent
  1657 | Express
  6364 | Express Clothing
  4398 | ExpressJet Airlines
  8510 | ExpressLink
  9154 | Extrudex, LLP
  9773 | ExxonMobil
 10392 | ExxonMobil Corp.
  9069 | ExxonMobil Development Co
  9932 | EY
 10867 | Eyeview Digital
  3615 | Ezkovich & Co., LLC
 10664 | eZ Systems NA
  5167 | Fabretto Children's Foundation, Nicaragua
 10005 | Fabri-Kal
  4347 | Facebook
  5648 | Facing History and Ourselves
  3311 | Faconnable USA Corporation
  1369 | FactSet Research Systems
 11172 | Faegre Baker Daniels
  9165 | FaegreBD Consulting
  2276 | Faegre & Benson LLP
  9307 | Fahari Academy
 10970 | Fahrenheit 212
  7768 | Fairfax County Government
  2172 | Fairfield County Radiology/Imaging
  1406 | Fairfield U
   426 | Fairfield University
  5036 | Fairivew
  5067 | Faith Community Church
  4165 | Faithful & Gould
  9685 | FaithWorks! Inc.
  7578 | Falcon Edge Capital
  6284 | Family and Children's Aid
  9849 | Family and Community Medicine
 10386 | Family Business
  7383 | Family Care Chiropractic Clinic, P.C.
  9030 | Family Care International
  5590 | Family Centers Inc
  5584 | Family & Children Faith Coalition
  6859 | Family & Children's Agency
  8410 | Family Dollar Stores, Inc.
  2673 | Family Equity Partners
  1423 | Family Health Associates
  5930 | Family Heritage
  2947 | Family Home Care Services
  7675 | Family Life Academy Charter School
  4273 | Family Service Association
 10285 | Family Speech Center
  7692 | Fannie Mae
  4369 | Farmer & Company
  9346 | Farmers Insurance Group
  8951 | Faros Trading LLC
  8651 | Fashion Delivers Charitable Foundation
  8609 | Fashion Institute of Technology
  7252 | Fastsigns
   695 | Fatherine Initiative Specialist, Forestdale Inc.
  7546 | Father Rule General Contracting, LLC.
  7456 | FAU
  6723 | FBI
  1804 | FBR Capital Markets
 10115 | FCB
  8354 | FCG Wealth
  9781 | FCi
 10871 | FDA/CTP
  7812 | FD Capital Inc.
  7733 | FDIC
  8084 | FDM Group
  6506 | FDNY
  7697 | FedBid Inc
  9176 | FEDCAP
  1846 | Federal Aviation Administration
  2493 | Federal Bureau of Investigation
  8706 | Federal Bureau of Prisons
 11242 | Federal Communications Commission
   425 | Federal Court, Division of Connecticut
  2615 | Federal Defenders of San Diego, Inc.
  7563 | Federal Energy Regulatory Commission
  3113 | Federal Express
   188 | Federal Government
  4882 | Federal Government -Department of Homeland Security
  2458 | Federal Government - Judiciary Law Clerk
  8710 | Federal Highway Administration
  4898 | Federal Home Loan Bank
 11252 | Federal Home Loan Mortgage Corporation (Freddie Mac)
 11213 | Federal Judiciary
  8137 | Federal Occupational Health
  6487 | Federal Public Defender
  1060 | Federal Reserve Bank
  6184 | Federal Reserve Bank of Cleveland
 10624 | Federal Reserve Bank of New York
 10657 | Federal Reserve Board
   587 | Federal Work Study
 10579 | Federated Investors
  8376 | Federated Media Publishing
  9930 | Federated Mutual Insurance
  2679 | Federation of Nurses
 10818 | Federation of Protest Welfare Agencies
  2495 | FedEx
  5418 | FedEx Custom Critical
  5208 | FEDEX EXPRESS
  5092 | FedEx Ground
 11289 | Fee Smith Sharp & Vitullo
   693 | Fegs
 11318 | FEGS Health and Human Services
  3944 | Feld Entertainment, Inc.
 10979 | Feldesman Tucker Leifer Fidell LLP
 10766 | Feldmar Watch Company
  9866 | Felix
  9615 | Fenton
   515 | Fenway Partners
   821 | FerenComm
  9477 | ff Venture Capital
  9556 | FHI 360
  3332 | Fidelity Investments
  8627 | Fidelity National Financial
  2541 | Fidessa Corp
  7531 | Fielder Capital Group LLC
  7010 | Field Station: Dinosaurs
  1824 | Fieldwork East Inc
  5464 | Fifth Avenue Committee
  2866 | Fifth Chancery Court District
  9491 | Fifth Ring
  6940 | Fifth Third Bank
  6810 | FiftyOne Global Ecommerce
  9035 | Figure Skating in Harlem
  7005 | Final Cut New York
  3874 | Financial Advice for Students Today
  9306 | Financial & Real Estate Network
  5919 | Financial Research Associates
  6163 | Financial Technology Partners
  1163 | Financo Inc.
  4363 | FindAPro.com
  3091 | Fine Olin & Anderman, LLP
  9343 | finestationery.com
  2086 | Finishline
  2712 | Finish Line
  1023 | Finnegan Henderson
  8915 | Finn Partners
  8295 | Fino Consulting
   369 | FINRA
  7056 | Firefly Millward Brown
  5294 | Firefly Restaurant
   823 | Fireman's Fund Insurance Company
  2479 | First30Days.com
  4049 | First Alliance Home Mortgage
 10471 | First American
  5880 | First American Title Insurance Company
 11194 | First Bank
  3730 | First Baptist Church
 10334 | First Choice Temporary Service, Inc
  9532 | First Commerce Credit Union
 10986 | First Data Corporation
  7866 | First Eagle Funds
  3260 | First East Side Savings Bank
  6323 | FirstEnergy Corp.
  8539 | First Federal of Lakewood
  8284 | First Home Care
  4490 | FIRST Insurance Funding Corp.
  4071 | First Judicial District of Pennsylvania
  2941 | First Light Biosciences
  4251 | First Management Corp.
 10089 | First Manhattan Company
  5449 | First Manhattan Consulting Group
  7415 | FirstMark Capital
  9562 | First Mortgage Company
  6352 | First National Bank of PA
  6112 | First New York Securities
 11221 | First Pic, Inc. Consulting
  7607 | First Republic
 10240 | First Reserve
  8557 | First Round Capital
  2372 | First Solar
  7079 | First Southwest
  2988 | First United Methodist Church of Bossier City
  1074 | Fir Tree Partners
   392 | Fiscal Management Associates
  4674 | Fisher and Fisher
  6108 | Fisher-Price
  5084 | Fishman & Tobin Apparel Company
  2508 | Fish & Richardson P.C.
 10188 | Fitch Ratings, Inc.
  5944 | Fitzgerald & Fitzgerald, P.C.
  6497 | Fitzpatrick, Cella, Harper & Scinto
  5193 | FIU
  1842 | Five Borough Films
  4139 | Five Guys
  7793 | Five Knot Inc
  8893 | Five Mile Capital Partners
  4084 | Five Points Partners, LLC
  3005 | FLAG Capital Management
  8493 | Flagler College, Tallahassee
  6530 | Flat Iron Wines and Spirits
  3327 | Flat World Knowledge
  2675 | FlavorMetrics, Corp.
   728 | Fleishman-Hillard
  7162 | Flenory & Associates LLC
  7227 | Flight Club New York
  6767 | Flintridge Sacred Heart Academy
  4209 | Floral Park Bellerose School
  4438 | Florelle Inc.
  9984 | Florida A&M University
  8766 | Florida Department of Education
 10447 | Florida Department of Health
 10730 | Florida Department of Juvenile Justice
  3128 | Florida Department of Transportation
  3524 | Florida Hospital
  4233 | Florida Hospital Altamonte
  5083 | Florida Hospital Association
  4242 | Florida Hospital College
  6218 | Florida Hospital Fish Memorial
  3677 | Florida Hospital Orlando
  9271 | Florida House of Representatives
  5053 | Florida International University
 10719 | Florida League of Cities, Inc.
  3986 | Florida Memorial University
  9961 | Florida Office of the Attorney General
  8470 | Florida Parole Commission
  4469 | Florida Public Service Commission
 10205 | Florida Realtors
  5231 | Florida Realty of Miami
  8322 | Florida State Senate
  9992 | Florida State University
  3146 | Florida Supplement
  3201 | Florida Virtual School
  9911 | Flowserve
  9179 | Fluid editorial
  9737 | Fluid Inc.
    45 | Fluidity Fitness
  7452 | Fluor Corporation
   569 | Fluor Hanford/Lockheed Martin
  6754 | FM Corp
  4258 | Focus Camera
  8695 | Focus Pointe Global
  7386 | Fog Creek Software
  5868 | Foley and Lardner
  7667 | Follett
  5109 | Fon US, Inc
 10872 | Food and Drug Administration
  2148 | FoodMatch, Inc
    88 | Food Network
  6077 | Foot Locker
 11331 | FootPrints Home Care
  4184 | Footsteps Group
  1009 | Forbes
  2036 | Force Protection Industries Inc
  3436 | Ford Foundation
  3711 | Fordham Bedford Housing Corporation
 10806 | Fordham Preparatory School
   209 | Fordham University
  3159 | Ford Motor Company
  8899 | Foreign Policy Association
  6330 | Forest City Enterprises
  2396 | Forest City Ratner Companies
  3425 | Forest City Residential Group
   801 | Forestdale Inc.
   113 | Forestdale Inc. Fathering Initiative Program
  7524 | Forest Laboratories, Inc.
  5623 | Forest Research Instisute
  4572 | Forex Capital Markets, LLC
  5625 | Formaticum
  3702 | Forrester
   730 | Forrest Solutions
  5459 | Forrest Solutions Group
  1090 | Forsyth Street Advisors/ Graduate Student
  1072 | Fortress Investment Group
 11011 | Fortune Magazine
  9174 | Fort Worth Fire Department
  8467 | Fort Worth ISD
  9180 | Fort Worth Police Department
 10842 | Forward Solutions
 11206 | Fossil Inc.
  9007 | Foster Wheeler
  9396 | Foundation for a Just Society
  7851 | Foundations for Home & Community--Therapeutic Foster Care
  6963 | Fountain House, Inc.
  5610 | Fountain Realty Group
 10379 | Four Hundred
 10398 | Four Points Capital Partner
 11216 | Foursquare
   522 | Fourth Wall Restaurants
  6055 | Fox Broadcasting
  4445 | Fox News
  1557 | Fox Point Capital
 10508 | FOX Sports Media Group
  1111 | FPCS
  5568 | FPL
  3672 | Fragomen, Del Rey, Bernsen & Loewy, LLP
  4875 | Francis W. Parker School
  8637 | Franco Law Group, APLC
  9217 | Frankfurt Kurnit
  3366 | Frank Hirth LLC
  3103 | Franklin Templeton Investments
  2274 | Franklin, Weinrib, Rudell & Vassallo
  5652 | FranklyFitness
 10425 | Frank Mayer and Associates, Inc.
  5440 | f'real foods
  4797 | FRE Associates
  9835 | Freddie Mac
  1593 | Fred Hutchinson Cancer Research Center
  1347 | Freehill Hogan and Mahar
  2807 | Freelancer
  4397 | Freelancers Union
  6448 | Freeman & Co
  5550 | Freeman Spogli & Co.
  3275 | Free People
  2454 | Freeze 24-7 International, LLC
  7755 | FremantleMedia
  1820 | French-American Foundation
  4558 | French Embassy; Institutional Investor
  8872 | French Funerals
  9166 | Fresenius Medical Care
 11124 | Fresh Air Fund
  8279 | Fresh Connection
  1758 | Fresh Direct
  2204 | Freshfields Bruckhaus Derringer US LLP
  3174 | Fresno County District Attorney's Office
  7726 | Freudigman & Billings LLC
   898 | Friars Club
  6584 | Fridays
  2291 | Fried Frank
   960 | Fried, Frank, Harris, Shriver & Jacobson LLP
  7545 | Friedman/Bloomfield Restaurant Corp.
  4289 | Friedman Fleischer & Lowe
  2231 | Friedman Kaplan Seiler & Adelman LLP
  5972 | Friedman, LLP
  4599 | Friedman Williams Group
  8472 | Friendly's
  6021 | FRIENDS Family Connections Inc.
   436 | Friendship PCS
 11026 | Friendship Place
  9963 | Friendship Public Charter School
  9924 | Friends of Island Academy
  6716 | Friends of the Orphans
 10028 | Friends of Wycliffe Hall, Oxford
   259 | Friends Without A Border
 10608 | Frisco ISD
  9038 | Frito Lay
  4855 | Frog Design
  9354 | Frontier Health Group
 10696 | Frontier Multifamily
  9108 | Frontline Data Solutions
 10721 | Front Porch Care
 10319 | Frost Bank
 10732 | FSA Store, Inc.
  8081 | FSU
  3276 | FSU College of Law-Family Law Clinic
   660 | FTI Consulting
  9127 | Fugitive Films
  9118 | Fujitsu
  2168 | Fulbright & Jaworski, LLP
  4629 | Fuller Drugs
 10019 | FullSIX Inc.
  2986 | Funders for LGBTQ Issues
 10261 | Fund for Advancement of Minorities Through Education (FAME)
   456 | Fund for Public Schools
  4395 | Fund for the City of New York
  8395 | Fundtech Corporation
 11067 | Fur-Get Me Not
  6546 | Furnished Quarters
  8829 | FURST NATIONAL
  9196 | FurtherEd
  3547 | Fuse television
  4077 | FusionApps
   965 | Future Brand
 10046 | Future Leaders Institute Charter School
  3355 | Futures and Options
  5628 | FXCM
  6817 | G2
  7724 | G-24 Secretariat
  4002 | Gab & Aud, Inc.
  5721 | Gabelli & Company
  8319 | Gadsden County Public Defenders Office
  7035 | Gain Capital Group
  9743 | Galeas Consulting LLC
  6891 | Galena Park ISD
  1833 | Galileo Research and Strategy Consultancy
  8805 | Gallagher Benefit Services
  1008 | Galleon Group
  2856 | Galloway, Johnson, Tompkins, Burr & Smith, APLC
  4367 | Galloway Township BOE
   678 | Gameloft, Inc.
  4234 | Gamestop
  3015 | Gander and White
  4296 | Gap Inc.
  8804 | Garan, Inc
  3088 | Gardere Wynne Sewell
  3542 | Gardner Denver Nash
  5454 | Gardner Family Care Corporation
  1264 | Gardner Nelson + Partners
   725 | Garfunkel, Wild & Travis, P.C.
  8072 | Garland ISD
  2221 | Garson DeCorato & Cohen, LLP
  4103 | Gartland and Mellina Group
  1924 | Gateway Energy Services Corporatipon
 10679 | Gateway Health
   141 | GATT Communications Inc
  2208 | Gauthier Architects
  4015 | Gawker Media
  1977 | Gay Men's Health Crisis
   152 | GB Property Management
  4495 | G.C. Andersen Partners, LLC
  6812 | GCI Health
 10076 | GCM Grosvenor
  5018 | Gear Up
  8543 | Geauga County Court of Common Pleas Probate and Juvenile Division
  9672 | GE Capital
  2696 | Gee Dee Sons
  2554 | GE Healthcare
  5707 | GE Hitachi Nuclear Energy
  1847 | GEICO Insurance
  2805 | Gem Ambulance Inc
  9468 | GEM Insurance Agencies
  2779 | Geneca
  5523 | Genentech
  7235 | General Assembly
  2563 | General Atlantic
 10321 | General Catalyst Partners
  3339 | General Dynamics
  9903 | General Dynamics Information Technology
 10794 | General Dynamics Land Systems
  1740 | General Electric
  4680 | General Mills
 10546 | General Motors
  9037 | General Nutrition Center
  2126 | General Plastics
  9952 | Generation Ready
  9262 | Generation Schools Network
 10781 | Generation Z Marketing
  3990 | Genesis10
  9155 | Genesis10 Consulting
 10543 | Genesis Media
  4670 | Genesys Works
   200 | Genius Computer Solutions
  5716 | Genomic Health, Inc.
  9028 | GenR Media
  3457 | Gensler
  5434 | Genworth
  5940 | Genworth Financial
  3302 | Genzyme Corporation
  6511 | Geoffrey Weill Associates
  6831 | GeoLogic Associates, Inc.
  8684 | Geometry Global
  7495 | George Blumenthal
 10950 | George Mason University
  7615 | Georgetown University
 10088 | Georgetown Visitation Preparatory School
  9783 | George Washington University
  9557 | George Washington University Hospital
  7115 | George W. Bush Institute
 10296 | George W. Bush Presidential Center
   261 | George Weiss Associates
  5221 | Georgia Gwinnett College
  5376 | Georgia Sate University
  1893 | Georgia State University School of Law Advisor
  5305 | Georgia Tech
  9318 | Geoscape Solar
 10629 | GE Power & Water
  8361 | Geriatrics Associates, PA
 10279 | German Rubenstein LLP
  6806 | Germantown Friends School
  1569 | Gerson Lehrman Group
  5926 | Gersten Savage LLP
  9190 | GetGlue
 10300 | GE Transportation
  4671 | Get Ready! Program
  3729 | Getty Images
  2619 | GFI Capital
   434 | GFI Group Inc.
  8783 | GfK Mediamark Research & Intelligence
  6775 | GFS
  2256 | GHRHS, EHTBOE, HTBOE
  2449 | GHW Architects
  9126 | Giant
  6612 | Giant Eagle/American Seaway Foods
  3785 | Gibbons
   253 | Gibbs & Soell Public Relations
   646 | Gibson, Dunn and Crutcher
  9261 | GI Energy
  6735 | Gilbane Building Company
  6131 | Gil-Bar Industries
  4754 | Gillig
  6259 | Gilmour Academy
  4475 | Gilt Groupe
  6154 | Giorgio Armani
  4607 | Girl Scouts of America
  8326 | Girl Scouts of New Mexico Trails
  5101 | Girl Scouts of San Jacinto Council
  5257 | Girl Scouts of Southwest Texas
  8657 | Girl Scouts- San Jacinto
  7541 | Girls For A Change
  7097 | Girls Inc. of Greater Philadelphia and souther New Jersey
  9664 | Girls Incorporated of NYC
  5264 | Girls Scouts  of San Jacinto Council
  9074 | Giving 2.0
  9986 | Gladstein, Neandross & Associates
 10654 | Glamour
  3518 | GlassRatner Advisory and Capital, LLC
  2697 | Glaucoma Associates of New York
  5408 | GlaxoSmithKline
  9923 | Glazers
  9935 | Glazer's Wholesale
  5739 | Gleacher & Company
  4785 | Glencore
  9308 | Glenmede
  2419 | Glenn Insurance, Inc.
 10710 | Glenrock Asset Management
   330 | Glenview Capital
  5286 | GLG Partners
  9637 | Global Atlantic Financial Group
  6687 | Global Compass Real Estate Investments Corp.
  9156 | GlobalData
  1177 | Global Data Worldwide
  2980 | Global Finance magazine
  3252 | Global Health Corps
  3692 | Global Health Strategies, LLC
  4985 | GlobalHue
  6910 | Global Hunter Securities
  7104 | Global Impact Investing Network
  4827 | Global Indemnity Insurance Group
  2775 | Global Infrastructure Partners
  1711 | Global Kids
  5146 | Global Nomads Group
  4672 | Global One
  7824 | Global Prairie
 10123 | Global Sage
  6048 | Global Strategy Group
  5260 | Global Student Loan Corporation
 11045 | Global Trading Systems
  5313 | Global Volunteers
  4197 | Globeop Financial Services
  3307 | GlobeTax
  3344 | GlobeTax Services, Inc.
    35 | Glocap LLC
  3591 | Glovista Investments
 11298 | Glow
 10183 | GM
  7556 | GMAC Mortgage
  1299 | GM Asset Management
 10577 | G M Financial
 10651 | GM financial center
 10290 | GMR Marketing LLC
  1254 | GNC
 10332 | Godfrey & Kahn SC
  3375 | Godiva
  1777 | Godwin Inc.
  4701 | Goffa International Corp.
  7207 | Gogobot
  6024 | Going to Business School
  2233 | Goldberg Segalla
  7742 | Golden Eagle Global Inc.
  6605 | Golden Gate University
  3722 | Goldenrod's Restaurant
  3625 | GoldenTree Asset Management, LP
  4954 | Golden West College
  2769 | Goldin Associates
  3852 | Gold Key Group LLC
     2 | Goldman Sachs
   121 | Golf Magazine
  2725 | Golman Sachs
  4546 | Golub Capital
  4918 | Golubski Deliberato Funeral Home
 11374 | Good Engine Media
  7990 | Good Fulton and Farrell Architects
  7379 | Good Girl Beauty Inc.
