Member_Site_ID|Employer_ID|Employer_Name|New_Employer_ID|New_Employer_Name
1|1190|Jazz Lincoln Center|| 
1|1191|,Avanade,, Inc,|| 
1|1192|Jive Records/Sony BMG|1192|Jive Records
1|1193|McCann Erickson|289|McCann-Erickson
1|1194|,Progenitor Cell Therapy,, LLC,||
1|1195|ERE  LLP|1195|ERE LLP
1|1196|Key Bank |8426|Key Bank
1|1197|,I'm a Student,, work at school.,|402|Student
1|1198|D.E. Shaw|| 
1|1199|LaCrosse Global Fund Services|| 
20|1200|Liquidnet Inc||
1|1201|Rosenthal & Rosenthal||
1|1202|Bloom Hockford & Company|| 
6|1203|This is a test account||
1|1203|This is a test account|3|Other
1|1204|Stryker Spine||
17|1205|USL/Dianon||
11|1206|,Wilson,, Elser,||
1|1207|Doubledown Media|| 
1|1208|Sling Media||
14|1209|HC - St. Vincents Medical Center||
1|1210|Bank of New York|| 
1|1211|Sloss Eckhouse Brennan LawCo LLP|266|Sloss Eckhouse Brennan LLP 
1|1212|ABD3 LLC|| 
186|1213|Clear Channel||
1|1213|Clear Channel|1213|Clear Channel Communications
1|1214|Theory (a contemporary clothing line)|1214|Theory
14|1215|Health Net ||
11|1216|Urban Assembly ||
1|1217|,HomeAway.com,, Inc.,|| 
1|1218|,Hackensack AA,, LLC,|| 
14|1219|UTC - Sikorsky||
1|1220|The Torrey Funds||
14|1221|UI||
1|1222|Harlem YMCA|| 
20|1223|Cisco Systems||
186|1223|Cisco Systems||
1|1224|Regan Campbell Ward McCann||
11|1225|Mayor's Office||
1|1225|Mayor's Office||
116|1226|law firm||
1|1226|law firm|3|Other
11|1227|,Gotham,, Inc.,||
1|1227|,Gotham,, Inc.,|| 
1|1228|OpTier||
20|1229|Spectrum Personal Communications Corp.||
1|1230|KBC Bank|| 
1|1231|,LBBW Sec.,, LLC.,|| 
10|1232|PanNature||
14|1233|HC - St Vincents Medical Center||
4|1234|Puget Sound Center||
1|1235|The Fifth Network||
1|1236|North American Airlines||
1|1237|Metropolitan Research Associates||
20|1238|PwC||
182|1238|PwC||
1|1238|PwC|1681|PWC
1|1239|Celgene|| 
14|1240|Pitney Bowes Inc||
5|1241|,AFC Realty Capital,, Inc.,||
14|1242|RBSNB||
11|1243|EDNY||
1|1244|Tailwind Captial|378|Tailwind Capital
1|1245|OTX||
1|1246|Meridian Capital Group||
1|1247|Nomura |3430|Nomura Securities
11|1248|Full Time Student/SLP||
1|1249|KPMG |3031|KPMG LLP
1|1250|Wieden + Kennedy||
1|1251|HSBC BANK US|609|HSBC Bank USA
237|1252|Edward Jones||
1|1252|Edward Jones|| 
191|1252|Edward Jones||
20|1253|New York Mets||
1|1253|New York Mets||
1|1254|GNC|| 
1|1255|Stone and Youngberg||
1|1256|Murex North America||
1|1257|MSCI Barra (Ex Morgan Stanley)|169|MSCI Barra
1|1258|Meryl Lynch|448|Merrill Lynch
1|1259|Dance Theatre of Harlem|| 
20|1260|,A List Services,, LLC,||
4|1261|WWU||
1|1262|nypd|5404|New York City Police Department
11|1263|Supreme Court||
1|1263|Supreme Court||
1|1264|Gardner Nelson + Partners|| 
1|1265|NYSE|197|New York Stock Exchange
12|1266|CYFI||
20|1267|||
1|1267||3|Other
1|1268|The Palladium Group||
14|1269|The United Illuminating Co.||
11|1270|other student||
4|1271|Pacific Northwest National Lab||
1|1272|Optima Fund Management LLC||
14|1273|HC - Veteran's Hospital||
4|1274|LIGO||
192|1275|Digitas||
5|1275|Digitas||
1|1275|Digitas|| 
1|1276|Coach Int|744|,Coach,, Inc.,
1|1277|Petsky Prunier LLC||
1|1278|NYC HRA||
1|1279|DKNY|| 
1|1280|Advent |383|Advent
1|1281|AditAll.com|| 
1|1282|Mitchell giurgola Architects|3752|Mitchell Giurgola Architects
1|1283|North American Media Group|2158|North American Media Group Inc.
1|1284|Tannenbaum & Helpern||
14|1285|Sikorsky & HSI - Test||
20|1286|Yellow Jacket||
11|1287|NYU student||
1|1288|Armani Exchange|| 
20|1289|Yale/Columbia Medical Center||
1|1290|Brown University|| 
14|1291|HC - ||
1|1292|Harlem Children Zone|8231|Harlem Children's Zone
1|1293|HSBC Bank |609|HSBC Bank USA
1|1294|Citigroup |891|Citigroup
115|1295|Yahoo||
184|1295|Yahoo||
1|1295|Yahoo|215|Yahoo! Inc
20|1296|Miracle Corners of the World||
1|1297|Duff & Phelps |5368|Duff & Phelps
1|1298|New Horizons CLC||
5|1299|GM Asset Management||
1|1300|Paul Hastings LLP||
1|1301|Gottex Fund Management|| 
1|1302|,The Whelan Group,, Inc.,||
1|1303|Verizon Communications||
1|1304|US Department of Housing and Urban Development||
1|1305|Intesa Sanpaolo|| 
11|1306|VSAT Broadband||
1|1307|NYS Department of Health|1307|New York State Department of Health
1|1308|Celfriscos|| 
1|1309|Societe Generale||
1|1310|Warnaco Inc|301|Warnaco
20|1311|Update Legal||
1|1311|Update Legal||
1|1312|Cleary Gottlieb Steen & Hamilton|| 
10|1313|Trung tam HNDN NB||
1|1314|Bloomberg LP|5308|Bloomberg L.P.
20|1314|Bloomberg LP||
5|1315|Hachette Filipacchi Media||
1|1315|Hachette Filipacchi Media|| 
1|1316|Stripes Group||
101|1317|Royal Bank of Scotland||
1|1317|Royal Bank of Scotland||
11|1318|City of New York Department of Parks & Recreation||
20|1319|Lawyer||
1|1320|Honora Industries|| 
1|1321|Metropolitan Opera Association||
1|1322|Uptown Media Group||
182|1323|Paul Weiss||
1|1323|Paul Weiss||
1|1324|Monarch Wealth Management||
1|1325|Wagner College||
1|1326|Townhouse Management||
17|1327|Department of Homeland Security||
87|1327|Department of Homeland Security||
1|1328|Viking Global|586|Viking Global Investors
1|1329|BFS|| 
4|1330|BWXT||
1|1331|Opera America||
14|1332|HC - Pediatric Healthcare Ass||
1|1333|Sears Holdings||
1|1334|Rothschild||
1|1335|Department of Public Safety|| 
12|1336|US Senate||
1|1337|Publishers Clearing House||
1|1338|Radio One Inc||
1|1339|Converseon|| 
12|1340|Discovery Communications||
194|1340|Discovery Communications||
1|1341|Willkie Farr & Gallagher||
115|1342|IBM||
234|1342|IBM||
14|1342|IBM||
20|1342|IBM||
125|1342|IBM||
94|1342|IBM||
1|1342|IBM|| 
194|1342|IBM||
191|1342|IBM||
1|1343|Swiss Re||
1|1344|Creative Entertainment Group|| 
1|1345|Alloy Media + Marketing|| 
181|1346|Graduate student||
1|1346|Graduate student|402|Student
5|1347|Freehill Hogan and Mahar||
1|1348|MARSH|864|Marsh & McLennan
1|1349|Sandelman Partners|1381|,Sandelman Partners,, LP,
1|1350|Sadie Nash Leadership Project||
1|1351|Prudential Real Estate Investors||
1|1352|Brown Brothers Harriman|| 
1|1353|Protege Partners||
1|1354|KIT Digital|1937|Kirshenbaum Bond & Partners
11|1355|City University of New York/BMCC||
1|1356|The Colbert Report- Comedy Central|1356|The Colbert Report
1|1357|,National Retail Systems,, Inc.,||
1|1358|UBP Asset Management|852|UBP
94|1359|PepsiCo||
182|1359|PepsiCo||
1|1359|PepsiCo||
1|1360|Transperfect||
1|1361|HealthCare Chaplaincy|| 
1|1362|Halcyon Asset Management|| 
11|1363|Turner Broadcast Systems||
1|1364|Skadden Arps Slate Meagher & Flom LLP||
11|1365|Madison Retail Group||
20|1366|Port Authority of NY & NJ||
1|1366|Port Authority of NY & NJ||
1|1367|Chandler Chicco Agency|| 
1|1368|Intralinks|5870|IntraLinks
14|1369|FactSet Research Systems||
1|1369|FactSet Research Systems|| 
1|1370|New York City Office of the Corporation Counsel||
1|1371|TopTenReviews.com||
11|1372|VSAT Broadband Industries||
1|1372|VSAT Broadband Industries||
1|1373|Edit.com|| 
20|1374|Wachovia||
1|1374|Wachovia||
1|1375|Harrison and Star|1098|Harrison & Star
1|1376|NYCHA|3797|New York City Housing Authority
14|1377|Sikorsky||
1|1378|Zoni Group International||
1|1379|Columbia University |1696|Columbia University
1|1380|CBS Corp.|1651|CBS
1|1381|,Sandelman Partners,, LP,||
11|1382|Halstead Property LLC||
1|1382|Halstead Property LLC|2059|,Halstead Property,, LLC ,
1|1383|SushiSamba||
1|1384|LaGuardia Community College/CUNY|6782|LaGuardia Community College
1|1385|Houlihan Smith & Company|| 
1|1386|Michael Hausman Artist Management||
11|1387|Teachers COllege||
20|1388|MTV Networks||
182|1388|MTV Networks||
19|1388|MTV Networks||
1|1388|MTV Networks||
197|1389|Deutsche Bank||
20|1389|Deutsche Bank||
1|1389|Deutsche Bank|| 
191|1389|Deutsche Bank||
1|1390|,NYSE Regulations,, Inc.,||
1|1391|City of New York|1391|City of New York
11|1391|City of New York||
1|1392|,Substitute Teaching,, and working as the head Baskeball coach at Law Government & Justice High School,|1392|Law Government & Justice High School
1|1393|Ross Dress For Less||
1|1394|Do Something|| 
4|1395|Pacific Northwest National Laboratory||
1|1396|,The Advertising Council,, Inc.,||
1|1397|Saatchi & Saatchi||
1|1398|Lord & Taylor|| 
1|1399|,NEMCO Brokerage,, Inc,||
4|1400|Calypso Medical||
1|1401|Harlem Success Charter School|| 
11|1402|Y&R||
1|1403|wkpspier|1403|WKP-Spier LLC
1|1404|Xerox Global Services||
1|1405|The New York Public Library |2079|New York Public Library
14|1406|Fairfield U||
4|1407|USDA-ARS||
1|1408|Opera Solutions||
10|1409|International Youth Foundation||
17|1410|Loyola Chicago||
1|1411|Carat Brand Experience|| 
1|1412|Group Gordon|| 
1|1413|Brown Rudnick|1181|,Brown Rudnick,, LLP,
1|1414|Dr. Yon Lai |3|Other
1|1415|Tuleh LLC||
234|1416|Microsoft||
106|1416|Microsoft||
20|1416|Microsoft||
192|1416|Microsoft||
184|1416|Microsoft||
4|1416|Microsoft||
188|1416|Microsoft||
1|1416|Microsoft||
1|1417|,Changing Our World,, Inc.,|| 
17|1418|medical sales||
1|1419|,M & Daisy,, Inc.,||
14|1420|sikorsky||
1|1421|St Vincents Medical Center|1421|St. Vincent's Medical Center
1|1422|XE Capital||
1|1423|Family Health Associates|| 
1|1424|Estee Lauder |316|Estee Lauder Companies
1|1425|kingsbrook Jewish Medical Center|1425|Kingsbrook Jewish Medical Center
1|1426|J. Walter Thompson|| 
1|1427|,Weil,, Gotshal &  Manges,||
234|1428|KPMG||
185|1428|KPMG||
101|1428|KPMG||
1|1428|KPMG|3031|KPMG LLP
194|1428|KPMG||
191|1428|KPMG||
1|1429|Bond Mart Technologies|| 
1|1430|,Miura Global Management,, LLC,||
184|1431|Lockheed Martin||
1|1431|Lockheed Martin|| 
194|1431|Lockheed Martin||
191|1431|Lockheed Martin||
1|1432|Alvarez & Marsal|| 
121|1433|Good Shepherd Services||
1|1433|Good Shepherd Services|| 
1|1434|Diane von Furstenberg|| 
1|1435|Standard and Poor's|225|Standard & Poor's 
134|1436|WWE||
6|1436|WWE||
11|1437|Urban Assembly||
17|1438|Chicago Police Department||
1|1439|Bear Stearns|| 
5|1439|Bear Stearns||
1|1440|Emmis Communications|| 
1|1441|Renaissance Technologies LLC||
1|1442|Robobank ||
1|1443|EDELMAN|4054|Edelman
1|1444|Ethnic Technologies LLC|| 
14|1445|Healthnet||
20|1446|Heidrick & Struggles||
1|1446|Heidrick & Struggles|| 
1|1447|Hackensack Pediatrics|| 
1|1448|International Rescue Committee || 
1|1449|MediaVest Worldwide||
1|1450|Revolution Prep||
1|1451|Dial-Global|| 
1|1452|R.W.Pressprich||
14|1453|HC - St. Vincent's Medical Center||
1|1454|Abu Dhabi National Energy Company|| 
1|1455|Citadel Investment Group|| 
1|1456|Ixis Capital Markets|| 
1|1457|asdf|3|Other
179|1457|asdf||
1|1458|AXA Equitable|1732|AXA
1|1459|Ross||
1|1460|HedgeServ|| 
1|1461|Scholastic Inc.||
21|1462|Dept. of Education||
1|1462|Dept. of Education|| 
1|1463|Confirmit|| 
1|1464|DTCC|| 
1|1465|Valley National Bank||
1|1466|The Harry Fox Agency|8377|Harry Fox Agency
1|1467|Tremblant Capital LLC||
1|1468|Michael Stockler||
1|1469|Inside Track|| 
11|1470|,Bx school for Law,, Government and Justice HS,||
5|1471|TCW||
1|1472|ServiceSPAN||
1|1473|Atlas Media Corp|| 
1|1474|Barclays Capital/Lehman Brothers|554|Barclays Capital
1|1475|HEADWAY CORPORATE RESOURCES|1475|Headway Corporate Resources
1|1476|Youth Development Institute||
1|1477|Starwood Capital|461|Starwood Capital Group
87|1478|University of Phoenix-Jersey City Campus||
1|1479|Valuation Reseacher Corp.||
11|1480|,US District Court,, EDNY,||
11|1481|Teachers College-Student||
1|1482|James Carpenter Design Associates Inc|| 
186|1483|UnitedHealthcare||
190|1483|UnitedHealthcare||
181|1483|UnitedHealthcare||
1|1483|UnitedHealthcare|1483|UnitedHealthcare
1|1484|,NYSE Euronext,, Inc.,||
1|1485|Integro|| 
1|1486|CAMBA|| 
101|1486|CAMBA||
1|1487|Hudson Insurance Group|| 
1|1488|Dewey & LeBoeuf|438|Dewey & LeBoeuf LLP
1|1489|New York Downtown Hospital||
11|1490|UA||
1|1491|,Graduate student NYU,, Li & Fung part time,|402|Student
1|1492|Prison Health Services||
10|1493|Celcom (Malaysia) Berhad||
1|1494|Invesco|| 
191|1494|Invesco||
1|1495|,Two Sigma Investments,, LLC,||
1|1496|New York Public Schools||
14|1497|Sikorsky- UTC||
1|1498|Environmental Defense|| 
11|1499|Greater File Chapel Baptist Church||
1|1500|,E. Magnus Oppenheim & Co.,, Inc.,|| 
10|1501|National Geographic||
1|1502| D. E. Shaw & Co|1198|D.E. Shaw
1|1503|Reuters||
1|1504|Dunkin donuts|1504|Dunkin Donuts
1|1505|Watson Wyatt Worldwide||
190|1506|self-employed||
125|1506|self-employed||
186|1506|self-employed||
1|1506|self-employed|11|Self-employed
1|1507|,Cravath,, Swaine & Moore LLP,|| 
133|1507|,Cravath,, Swaine & Moore LLP,||
11|1507|,Cravath,, Swaine & Moore LLP,||
1|1508|Alston & Bird LLP|| 
1|1509|,DeAngelis Architectural Services,, LLC,|| 
1|1510|Asian Women In Business non profit|| 
1|1511|Murex|1256|Murex North America
1|1512|Newsweek||
11|1513|Department of Education||
1|1513|Department of Education|| 
1|1514|MBI Inc|3778|,MBI,, INC.,
1|1515|Charlesbank Capital|| 
11|1516|Random House||
20|1516|Random House||
1|1517|Corporate Resolutions|| 
1|1518|SOVEREIGN BANK|1518|Sovereign Bank
192|1519|Moody's||
1|1519|Moody's|784|Moody's 
20|1520|Redcats USA||
1|1520|Redcats USA||
1|1521|ABC|| 
1|1522|HSBC Securities Inc.|1522|HSBC Securities Inc.
1|1523|MICHAEL C. FINA|288|Michael C. Fina
197|1524|NBA||
1|1524|NBA||
1|1525|Sharpe Partners For all||
1|1526|,Louis Vuitton,, NA,|| 
4|1527|WA State Dept of Ecology||
1|1528|New Millenium||
1|1529|Donald Blair & Partners Architects|| 
1|1530|Stream57||
1|1531|York Hospital||
1|1532|Standard and Poors|225|Standard & Poor's 
20|1533|The United Federation of Teachers||
1|1534|,CapLease,, Inc,|| 
1|1535|Navigant Consulting||
12|1536|fed govt||
1|1537|Wachtell Lipton Rosen & Katz||
4|1538|Caltech||
1|1539|Zurich||
1|1540|St. VIncent's Catholic Medical Center|1421|St. Vincent's Medical Center
1|1541|NYCDOE|870|New York City Department of Education
1|1542|Interviewing at iMentor|7|Unemployed
20|1543|New Horizons Computer Learning Center||
14|1544|HC - Self-Employed||
12|1545|GW University||
4|1546|Battelle-Pacific Northwest National Laboratory||
1|1547|All Stars Project|| 
1|1548|Marc Jacobs||
1|1549|City Year|| 
181|1549|City Year||
20|1549|City Year||
1|1550|UnitedHealthcare |1483|UnitedHealthcare
1|1551|mark gould architect|1551|Mark Gould Architect
1|1552|Hon. Robert Patterson (Federal Judge)|3|Other
11|1553|Siemens Corporation||
1|1554|Axium Legal|| 
14|1555|UNITED ILLUMINATING||
1|1556|XL Capital Investment Partners Inc. ||
1|1557|Fox Point Capital|| 
1|1558|SL Green Realty Corp||
11|1559|Duke||
1|1560|Metropolitan Marine Transportation||
1|1561|Robin Hood|1012|Robin Hood Foundation
1|1562|Booz & Co.|5896|Booz & Company
11|1563|NYC Parks Department||
1|1564|,NCHENG & CO.,, P.C.,||
20|1565|Northstar Realty Fiance ||
1|1566|Tiger Leasing LLC||
1|1567|Tommy Hilfiger|1982|Tommy Hilfiger USA
1|1568|National Federation of the Blind||
101|1569|Gerson Lehrman Group||
1|1569|Gerson Lehrman Group|| 
1|1570|American Civil Liberties Union|| 
182|1570|American Civil Liberties Union||
1|1571|Angel Textiles|| 
1|1572|Scripps Networks||
11|1573|American Express Company||
1|1574|Meredith Corp|439|Meredith Corporation
181|1575|Target||
116|1575|Target||
183|1575|Target||
187|1575|Target||
195|1575|Target||
117|1575|Target||
1|1575|Target||
1|1576|Xanodyne Pharmaceuticals||
236|1577|US Bank||
4|1577|US Bank||
195|1577|US Bank||
1|1577|US Bank||
1|1578|Universal Music Publishing Group||
11|1579|Siemens Communication Inc.||
1|1580|Visiting Nurse Services of New York||
1|1581|Wall Street Strategies||
1|1582|HBO|| 
1|1583|Diageo|| 
1|1584|Own||
1|1585|Duane Reade|| 
1|1586|Sprint Nextel||
1|1587|NYC Seminar and Conference Center ||
1|1588|The Boys' Club of New York||
4|1589|Washington State University||
116|1590|Student||
195|1590|Student||
186|1590|Student||
158|1590|Student||
148|1590|Student||
20|1590|Student||
87|1590|Student||
120|1590|Student||
181|1590|Student||
14|1590|Student||
125|1590|Student||
183|1590|Student||
187|1590|Student||
101|1590|Student||
11|1590|Student||
1|1590|Student|402|Student 
1|1591|Scott Balice Strategies||
1|1592|SelectMinds||
4|1593|Fred Hutchinson Cancer Research Center||
1|1594|Dolce & Gabbana|| 
1|1595|Marel Enterprises||
1|1596|Junior Achievement|| 
1|1597|Corporate Art Directions|| 
1|1598|Richards Kibbe & Orbe LLP||
11|1599|Wunderman||
11|1600|New York City||
1|1600|New York City||
5|1601|Lawrence early College HS||
1|1602|Mercer HR Consulting||
1|1603|Council on Foreign Relations|| 
115|1604|IAC||
1|1604|IAC|| 
1|1605|,Carter's,, Inc.,|| 
1|1606|,Caraballo & Mandell,, LLC,|| 
180|1607|Teach For America||
115|1607|Teach For America||
19|1607|Teach For America||
11|1607|Teach For America||
190|1607|Teach For America||
20|1607|Teach For America||
182|1607|Teach For America||
1|1607|Teach For America||
19|1608|sundance channel||
1|1609|,Test Quest,, Inc.,||
1|1610|Time Inc: Real Simple Magazine||
1|1611|Mother Hale Learning Center||
1|1612|the torrey funds|1220|The Torrey Funds
1|1613|Law Office of Theresa Napolitano|| 
1|1614|,Traunche Partners,, LLC,||
1|1615|Clarendon|| 
1|1616|New York City Opera||
1|1617|Hachette Book Group|| 
1|1618|NBC Universal Inc.|1618|NBC Universal Inc.
1|1619|Interactive-one|| 
12|1620|emf||
1|1621|Citi bank|891|Citigroup
1|1622|Axa|1732|AXA
1|1623|Brooklyn Museum || 
1|1624|Elizabeth Arden|| 
1|1625|FEGS|693|Fegs
1|1626|Cartier|| 
1|1627|New York Botanical Garden||
17|1628|SGA Youth & Family Services||
1|1629|Anne Taylor|| 
1|1630|Sudler & Hennessey||
1|1631|Le Parker Meridien Hotel New York|| 
11|1632|NYC Parks & Recreation||
1|1633|European Investors|| 
121|1634|Long Island University||
1|1634|Long Island University|| 
1|1635|Trade Association||
14|1636|HC - Self Employed Total Learning and Therapy Center||
11|1637|Americorp-Youth Venture||
1|1638|,Glenview Capital Management,, LLC,|330|Glenview Capital 
1|1639|Ipreo|| 
1|1640|Disney|| 
1|1641|Mt Sinai Medical Center|8257|Mount Sinai Medical Center
1|1642|,Sonnenschein,, Nath and Rosenthal,, LLP,||
1|1643|McKinsey & Co.|47|McKinsey & Company
182|1644|Time Inc.||
11|1644|Time Inc.||
1|1644|Time Inc.||
4|1645|Heritage University||
20|1646|Lucinda Lester Design||
1|1647| Sovereign Bank|1518|Sovereign Bank
20|1648|Corporate Consulting Services ||
1|1649|NYC Dept. of Health and Mental Hygiene|618|New York City Department of Health and Mental Hygiene
1|1650|O'Melveny and Myers LLP||
1|1651|CBS|| 
1|1652|Marketwire||
1|1653|New Mountain Capital||
11|1654|PUBLIC SERVICE CENTER||
1|1655|IMS Health|| 
1|1656|Double E Communications|| 
17|1657|Express||
191|1657|Express||
12|1658|Circuit Court for Prince Georges County||
14|1659|Vatti-Manhattan group||
20|1660|Riese Organization||
11|1661|Student at NYU Law||
1|1661|Student at NYU Law|402|Student 
1|1662|International House|| 
4|1663|Expedia||
1|1664|The Women's Center for Education and Career Advancement||
1|1665|Cartesian Capital Group|| 
1|1666|Stamford Board of Education||
1|1667|McKinse&Company|47|McKinsey & Company
1|1668|Incisive Media|| 
11|1669|Brooklyn Museum||
1|1670|Cantor Fitzgerald|| 
1|1671|New York Junior Tennis League||
1|1672|Special Ops Media||
1|1673|Churchill Financial LLC|| 
1|1674|Interference Inc|| 
1|1675|NPower||
1|1676|MISSION Product||
1|1677|Regh Associates||
4|1678|Expedia Inc.||
1|1678|Expedia Inc.|| 
1|1679|Crown Media|1679|,Crown Media Holdings,, Inc.,
1|1680|Human Resources Agency|| 
1|1681|PWC||
1|1682|Axiom Intl Investors|2067|Axiom International Investors
1|1683|Blackstone|| 
20|1683|Blackstone||
1|1684|Allen and Company|| 
1|1685|Bow Concept|| 
11|1686|WUNDERMAN||
1|1687|ESI Design |910|ESI Design
14|1688|St. Vincent's Medical Center||
1|1689|Glenview Capital|330|Glenview Capital 
11|1690|Mayor's Office - City of NY||
4|1691|SUNNYSIDE COMMUNITY HOSPITAL||
4|1692|US Department of Agriculture||
14|1693|HC - Pediatric Healthcare Associates||
12|1694|Power In Sisters Sister Power||
1|1695|,Amazing Taste,, LLC,|| 
1|1696|Columbia University|| 
20|1696|Columbia University||
124|1696|Columbia University||
115|1696|Columbia University||
187|1696|Columbia University||
11|1696|Columbia University||
140|1697|Freelance||
11|1697|Freelance||
20|1697|Freelance||
1|1697|Freelance|11|Self-Employed
14|1698|United Technologies||
1|1699|Blue State Digital|| 
17|1700|Piazza Brother||
21|1701|rfcuny||
1|1702|Brooklyn Center For Urban Environment|| 
4|1703|Battelle||
1|1704|Whitney Museum||
1|1705|Turner Construction Co.|887|Turner Construction Company
1|1706|,Daiichi Sankyo,, Inc.,|| 
1|1707|The Bank of New York Mellon||
1|1708|Jewish Home & Hospital|| 
1|1709|Cascade Engineering Services|| 
1|1710|Columbia University Medical Center|| 
11|1710|Columbia University Medical Center||
11|1711|Global Kids||
1|1711|Global Kids|| 
20|1712|Open Door Fellowship of East Harlem||
1|1713|Aegis Media Global || 
1|1714|Curtis+Ginsberg Architects|| 
1|1715|New York Presbyterian Hospital||
231|1716|RBS||
14|1716|RBS||
1|1716|RBS||
1|1717|Andrea Meislin Gallery|| 
20|1718|,McElroy,, Deutsch,, Mulvarey,, & Carptner,||
4|1719|U.S. Dept. of Agriculture||
1|1720|Greenfield Partners|| 
1|1721|Trafelet Delta Funds||
1|1722|Hearst |1144|Hearst Corporation
19|1723|City College of New York||
12|1724|University of Maryland||
1|1724|University of Maryland||
194|1724|University of Maryland||
14|1725|Pace University||
1|1725|Pace University|945|Pace University 
1|1726|Janklow & Nesbit Associates|| 
1|1727|Human Motion Institute|| 
1|1728|Commonwealth Worldwide|| 
1|1729|Information Management Network|| 
1|1730|Stanley M. Isaacs Neighborhood Center||
1|1731|Graduate student at NYU with semester internships at various places (mostly public / nonprofit)|402|Student
1|1732|AXA|| 
1|1733|Intermedia|| 
1|1734|Speaker Space ||
1|1735|Eos Partners|| 
94|1736|Campbell Soup||
20|1737|,GRIF Management,, Inc. ,||
1|1738|OwnEnergy||
1|1739|Akin Gump|| 
20|1739|Akin Gump||
94|1740|General Electric ||
6|1741|Home Depot||
94|1741|Home Depot||
94|1742|News Corporation||
94|1743|Energy Future Holdings||
187|1743|Energy Future Holdings||
191|1743|Energy Future Holdings||
94|1744|MacAndrews & Forbes||
94|1745|URS Corporation||
94|1746|University of Oklahoma||
94|1747|University of Texas||
1|1748|emergency medical associates/st. vincents catholic medical centers|1748|Emergency Medical Associates
104|1749|,CVS/Pharmacy,, Umass Boston,||
1|1750|URS||
1|1751|National September 11 Memorial & Museum||
20|1752|DDS/MediaOcean||
1|1753|THERACARE|2297|TheraCare
180|1754|self||
118|1754|self||
166|1754|self||
121|1754|self||
20|1754|self||
181|1754|self||
133|1754|self||
126|1754|self||
158|1754|self||
237|1754|self|11|Self-employed
184|1754|self||
192|1754|self||
1|1754|self|11|Self-employed
1|1755|William Morris Agency||
1|1756|DELMAN SHOES|1756|Delman Shoes
20|1757|Innovative Development Services||
1|1758|Fresh Direct|| 
101|1759|Self-Employed||
192|1759|Self-Employed||
90|1759|Self-Employed||
142|1759|Self-Employed||
182|1759|Self-Employed||
115|1759|Self-Employed||
148|1759|Self-Employed||
188|1759|Self-Employed||
20|1759|Self-Employed||
1|1759|Self-Employed|11|Self-employed
196|1759|Self-Employed|11|Self-employed
191|1759|Self-Employed|11|Self-employed
96|1760|Crowell & Moring LLP||
1|1761|Long Island Jewish Hospital|| 
1|1762|Markit Loans NA||
104|1763|redsox nation||
102|1764|Excel Academy Charter School||
20|1765|Coalition for Asian American Children and Families||
19|1766|Shadowbox FIlms||
1|1767|Harman International|| 
1|1768|Freelance Documentary Producer so self-employed|11|Self-Employed
166|1769|SELF||
104|1769|SELF||
20|1769|SELF||
181|1769|SELF||
1|1769|SELF|11|Self-employed
20|1770|Sotheby's Inc.||
104|1771|boston cab||
20|1772|JPMorgan Chase & Co.||
1|1772|JPMorgan Chase & Co.|625|JPMorgan Chase
1|1773|Paradigm||
101|1774|J.P.Morgan||
1|1775|Cai Studio|| 
104|1776|n.a||
101|1777|Godwin Inc.||
20|1778|heidrick & struggles||
101|1779|Brooks Brothers c/o Retail Brand Alliance||
1|1780|Bell Curves|| 
1|1781|Currently an accounting firm but my experience lies primarily in the non-profit sector|3|Other
20|1782|Depository Trust and Clearing Corp. (DTCC)||
101|1783|,Jacob D. Fuchsberg Law Frim,, LLP; The Harlem Torch Quarterly,||
190|1784|Self||
93|1784|Self||
14|1784|Self||
122|1784|Self||
20|1784|Self||
197|1784|Self||
195|1784|Self|11|Self-employed
115|1784|Self||
187|1784|Self||
96|1784|Self||
182|1784|Self||
233|1784|Self|11|Self-employed
236|1784|Self|11|Self-employed
1|1784|Self|11|Self-employed
196|1784|Self|11|Self-employed
20|1785|BBR Partners ||
101|1786|Metropolitan Funding Corp.||
1|1787|Weiser LLP|9839|WeiserMazars LLP
20|1788|Schering-Plough||
96|1789|Sughrue Mion||
96|1790|,Beveridge & Diamond,, P.C.,||
20|1791|Loeb Partners Realty LLC||
20|1792|International AIDS Vaccine Initiative ||
20|1793|Le Studio NYC||
20|1794|Newedge||
101|1795|NYCT Transit Authority||
101|1796|Mitsubishi UFJ Securities (USA) Inc.||
20|1797|Latham & Watkins LLP (law firm)||
85|1798|Mr. Pomata||
101|1799|Boheman Benevolent Society||
1|1800|Innocence Project|| 
96|1801|HEC Real Estate Group||
96|1802|Nixon peabody LLP||
1|1803|merlin securities|1803|Merlin Securities
1|1804|FBR Capital Markets|| 
194|1804|FBR Capital Markets||
96|1805|Arnold & Porter LLP||
1|1806|Tishman Speyer Real Estate||
1|1807|BBDO|| 
187|1808|The Ohio State University||
108|1808|The Ohio State University||
124|1809|Hogan & Hartson LLP||
1|1809|Hogan & Hartson LLP|| 
96|1810|,City of Los Angeles,, Office of Chief Legislative Analyst,||
108|1811|Nisonger Center||
108|1812|OSU||
86|1813|1||
108|1813|1||
20|1814|MLT||
101|1815|Azania Associates||
1|1816|Consultant|11|Self-Employed
20|1816|Consultant||
20|1817|Milestone Capital Management||
93|1818|Vallejo City Unified School District||
93|1819|AFS||
20|1820|French-American Foundation||
20|1821|Pershing Square Capital Management||
1|1821|Pershing Square Capital Management||
